"REF_DATE","GEO","DGUID","Livestock","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1198.6","","","","1"
"2015","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1205.0","","","","1"
"2016","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1233.8","","","","1"
"2017","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1255.0","","","","1"
"2018","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1259.9","","","","1"
"2019","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1252.2","","","","1"
"2020","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1250.0","","","","1"
"2021","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1263.0","","","","1"
"2022","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1256.9","","","","1"
"2023","Canada","2016A000011124","Breeding stock, 6 months and over","At January 1","Head","148","thousands","3","v1064722767","1.2.1","1245.8","","","","1"
"2008","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1403.2","","","","1"
"2009","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1306.1","","","","1"
"2010","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1227.8","","","","1"
"2011","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1204.1","","","","1"
"2012","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1221.0","","","","1"
"2013","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1240.2","","","","1"
"2014","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1180.4","","","","1"
"2015","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1233.9","","","","1"
"2016","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1239.9","","","","1"
"2017","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1254.2","","","","1"
"2018","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1247.7","","","","1"
"2019","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1234.9","","","","1"
"2020","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1245.6","","","","1"
"2021","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1270.4","","","","1"
"2022","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1247.3","","","","1"
"2023","Canada","2016A000011124","Breeding stock, 6 months and over","At July 1","Head","148","thousands","3","v1064722768","1.2.2","1242.9","","","","1"
"2008","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","33.4","","","","1"
"2009","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","28.7","","","","1"
"2010","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","27.3","","","","1"
"2011","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","24.2","","","","1"
"2012","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","22.7","","","","1"
"2013","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","20.6","","","","1"
"2014","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","19.6","","","","1"
"2015","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","19.6","","","","1"
"2016","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","18.6","","","","1"
"2017","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","19.1","","","","1"
"2018","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","19.0","","","","1"
"2019","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","17.4","","","","1"
"2020","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","16.6","","","","1"
"2021","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","16.8","","","","1"
"2022","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","16.9","","","","1"
"2023","Canada","2016A000011124","Boars, 6 months and over","At January 1","Head","148","thousands","3","v1064722769","1.3.1","16.0","","","","1"
"2008","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","31.8","","","","1"
"2009","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","29.2","","","","1"
"2010","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","26.4","","","","1"
"2011","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","23.8","","","","1"
"2012","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","21.6","","","","1"
"2013","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","21.4","","","","1"
"2014","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","20.0","","","","1"
"2015","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","19.3","","","","1"
"2016","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","19.1","","","","1"
"2017","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","19.2","","","","1"
"2018","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","17.9","","","","1"
"2019","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","16.8","","","","1"
"2020","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","16.6","","","","1"
"2021","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","16.8","","","","1"
"2022","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","16.5","","","","1"
"2023","Canada","2016A000011124","Boars, 6 months and over","At July 1","Head","148","thousands","3","v1064722770","1.3.2","16.2","","","","1"
"2008","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1445.2","","","","1"
"2009","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1315.7","","","","1"
"2010","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1226.7","","","","1"
"2011","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1192.7","","","","1"
"2012","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1207.9","","","","1"
"2013","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1174.9","","","","1"
"2014","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1179.0","","","","1"
"2015","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1185.4","","","","1"
"2016","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1215.2","","","","1"
"2017","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1235.9","","","","1"
"2018","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1240.9","","","","1"
"2019","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1234.8","","","","1"
"2020","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1233.4","","","","1"
"2021","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1246.2","","","","1"
"2022","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1240.0","","","","1"
"2023","Canada","2016A000011124","Sows and gilts, 6 months and over","At January 1","Head","148","thousands","3","v1064722771","1.4.1","1229.8","","","","1"
"2008","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1371.4","","","","1"
"2009","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1276.9","","","","1"
"2010","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1201.4","","","","1"
"2011","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1180.3","","","","1"
"2012","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1199.4","","","","1"
"2013","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1218.8","","","","1"
"2014","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1160.4","","","","1"
"2015","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1214.6","","","","1"
"2016","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1220.8","","","","1"
"2017","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1235.0","","","","1"
"2018","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1229.8","","","","1"
"2019","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1218.1","","","","1"
"2020","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1229.0","","","","1"
"2021","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1253.6","","","","1"
"2022","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1230.8","","","","1"
"2023","Canada","2016A000011124","Sows and gilts, 6 months and over","At July 1","Head","148","thousands","3","v1064722772","1.4.2","1226.7","","","","1"
"2008","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12601.4","","","","1"
"2009","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","11355.6","","","","1"
"2010","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","11211.0","","","","1"
"2011","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","11398.1","","","","1"
"2012","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","11539.4","","","","1"
"2013","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","11549.5","","","","1"
"2014","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","11636.4","","","","1"
"2015","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","11975.0","","","","1"
"2016","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12396.2","","","","1"
"2017","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12680.0","","","","1"
"2018","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12985.1","","","","1"
"2019","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12817.8","","","","1"
"2020","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12815.0","","","","1"
"2021","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12857.0","","","","1"
"2022","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12913.1","","","","1"
"2023","Canada","2016A000011124","All other hogs","At January 1","Head","148","thousands","3","v1064722773","1.5.1","12674.2","","","","1"
"2008","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","11916.8","","","","1"
"2009","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","11288.9","","","","1"
"2010","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","11297.2","","","","1"
"2011","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","11445.9","","","","1"
"2012","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","11499.0","","","","1"
"2013","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12014.8","","","","1"
"2014","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","11589.6","","","","1"
"2015","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12131.1","","","","1"
"2016","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12870.1","","","","1"
"2017","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12995.8","","","","1"
"2018","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12822.3","","","","1"
"2019","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12885.1","","","","1"
"2020","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12914.4","","","","1"
"2021","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","13084.6","","","","1"
"2022","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12662.7","","","","1"
"2023","Canada","2016A000011124","All other hogs","At July 1","Head","148","thousands","3","v1064722774","1.5.2","12532.1","","","","1"
"2008","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4865.8","","","","1"
"2009","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4373.1","","","","1"
"2010","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4366.1","","","","1"
"2011","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4539.7","","","","1"
"2012","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4701.2","","","","1"
"2013","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4700.7","","","","1"
"2014","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4877.3","","","","1"
"2015","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","4939.3","","","","1"
"2016","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5066.2","","","","1"
"2017","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5080.8","","","","1"
"2018","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5278.9","","","","1"
"2019","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5260.5","","","","1"
"2020","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5302.3","","","","1"
"2021","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5304.2","","","","1"
"2022","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5325.3","","","","1"
"2023","Canada","2016A000011124","Under 23 kilograms","At January 1","Head","148","thousands","3","v1064722775","1.6.1","5189.0","","","","1"
"2008","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4727.8","","","","1"
"2009","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4299.0","","","","1"
"2010","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4349.6","","","","1"
"2011","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4625.3","","","","1"
"2012","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4693.9","","","","1"
"2013","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4969.4","","","","1"
"2014","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4834.9","","","","1"
"2015","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","4991.3","","","","1"
"2016","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5248.5","","","","1"
"2017","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5288.0","","","","1"
"2018","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5346.9","","","","1"
"2019","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5325.7","","","","1"
"2020","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5316.2","","","","1"
"2021","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5425.9","","","","1"
"2022","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5241.1","","","","1"
"2023","Canada","2016A000011124","Under 23 kilograms","At July 1","Head","148","thousands","3","v1064722776","1.6.2","5118.9","","","","1"
"2008","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1839.2","","","","1"
"2009","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1877.9","","","","1"
"2010","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1774.9","","","","1"
"2011","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1745.9","","","","1"
"2012","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1781.6","","","","1"
"2013","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1759.0","","","","1"
"2014","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1826.2","","","","1"
"2015","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1830.5","","","","1"
"2016","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1849.3","","","","1"
"2017","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1886.2","","","","1"
"2018","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1957.8","","","","1"
"2019","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1982.8","","","","1"
"2020","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1938.7","","","","1"
"2021","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1934.7","","","","1"
"2022","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1874.2","","","","1"
"2023","Canada","2016A000011124","Under 7 kilograms","At January 1","Head","148","thousands","3","v1064722777","1.7.1","1852.6","","","","1"
"2008","Canada","2016A000011124","Under 7 kilograms","At July 1","Head","148","thousands","3","v1064722778","1.7.2","1839.6","","","","1"
"2009","Canada","2016A000011124","Under 7 kilograms","At July 1","Head","148","thousands","3","v1064722778","1.7.2","1810.2","","","","1"
"2010","Canada","2016A000011124","Under 7 kilograms","At July 1","Head","148","thousands","3","v1064722778","1.7.2","1775.5","","","","1"
"2011","Canada","2016A000011124","Under 7 kilograms","At July 1","Head","148","thousands","3","v1064722778","1.7.2","1751.2","","","","1"
"2012","Canada","2016A000011124","Under 7 kilograms","At July 1","Head","148","thousands","3","v1064722778","1.7.2","1771.7","","","","1"
"2013","Canada","2016A000011124","Under 7 kilograms","At July 1","Head","148","thousands","3","v1064722778","1.7.2","1874.8","","","","1"
