UNIT_MULTIPLIER: Unit multiplier,RESPONSIBLE_AGENCY: Responsible agency,DATA_SOURCE: Data source,INDICATOR: Indicator,REF_AREA: Reference area,SEX: Sex,LAND_USE: Land Use,LIVESTOCK: Livestock,CROP: Crop,NATURAL_CALAMITY: Natural Calamity,SEASON: Season,UNIT_MEASURE: Unit of measure,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE: Observation value
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,2105,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,1813,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,2535,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,6035,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,6267,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,5496,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM009: Koh Kong,_T: Total,_Z: NA,0946F: Buffalo (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,5174,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,61822,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,52536,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,122857,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,77281,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,94216,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,94541,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,165933,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM023: Kep,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,79046,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2013,0.07,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2014,0.07,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2015,0.07,
6: Millions,"MAFF: Ministry of Agriculture, Forestry and Fisheries",PRODUCTION_OF_CATTLES_AND_BUFFALOES: Production of Cattles and Buffaloes,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,HEADS: Heads,A: Annual,2016,0.07,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",VACCINATED_ANIMALS: Vaccinated Animals,ASIKHM: Cambodia,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2014,10,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",VACCINATED_ANIMALS: Vaccinated Animals,ASIKHM: Cambodia,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2015,12,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",VACCINATED_ANIMALS: Vaccinated Animals,ASIKHM: Cambodia,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2016,15,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",VACCINATED_ANIMALS: Vaccinated Animals,ASIKHM: Cambodia,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2017,17,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",VACCINATED_ANIMALS: Vaccinated Animals,ASIKHM: Cambodia,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2018,20,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,1717100,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,2010780,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,2276942,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,2363350,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,2910600,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,2264792,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,2325460,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,2627147,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,151036,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,212305,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,260797,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,579041,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,563527,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,656469,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,564831,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM013: Preah Vihear,_T: Total,_Z: NA,1057: Poultry,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,441677,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,976,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,985,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,938,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,938,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,1286,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,1063,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,769,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,1246,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM005: Kampong Speu,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,1684,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,2518,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,2109,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,2245,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,2042,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,2109,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,1557,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM022: Otdar Meanchey,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,1894,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2009,84.6,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2010,82,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2012,78.4,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2013,76,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2014,68.2,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2015,69.7,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2016,73,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2017,70.1,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2019,66.3,
0: Units,MOP_NIS: Ministry of Planning,HOUSEHOLDS_RAISING_LIVESTOCK_AND_POULTRY: Households Raising Livestock and Poultry,ASIKHM094: Plateau and Mountain Region,_T: Total,_Z: NA,_Z: NA,_Z: NA,_Z: NA,_Z: NA,PERCENT: Percent,A: Annual,2021,65.8,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,9833,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,8904,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,10174,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,9684,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,10330,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,9525,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM006: Kampong Thom,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,8513,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM007: Kampot,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,131733,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM007: Kampot,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,104224,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM007: Kampot,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,113858,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM007: Kampot,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,106978,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM007: Kampot,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,99548,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM007: Kampot,_T: Total,_Z: NA,1034: Pigs,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,109643,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,32700,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2009,30970,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2010,30626,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,30747,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,30500,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,30025,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,30217,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,30710,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM017: Siem Reap,_T: Total,_Z: NA,0946: Buffalo,_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,31123,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,28428,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM018: Preah Sihanouk,_T: Total,_Z: NA,1034M: Pigs (Male),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,43575,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM014: Prey Veng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2008,49750,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM014: Prey Veng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2011,45628,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM014: Prey Veng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2012,49155,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM014: Prey Veng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2013,47074,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM014: Prey Veng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2014,37715,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM014: Prey Veng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2015,39522,
0: Units,"MAFF: Ministry of Agriculture, Forestry and Fisheries",LIVESTOCK_BY_TYPE: Livestock by Type,ASIKHM014: Prey Veng,_T: Total,_Z: NA,1034F: Pigs (Female),_Z: NA,_Z: NA,_Z: NA,NUMBER: Number,A: Annual,2016,39522,
