"REF_DATE","GEO","DGUID","Livestock","Survey date","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","439.3","","","","1"
"1992","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","419.9","","","","1"
"1993","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","410.9","","","","1"
"1994","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","393.4","","","","1"
"1995","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","398.2","","","","1"
"1996","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","390.5","","","","1"
"1997","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","378.9","","","","1"
"1998","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","408.5","","","","1"
"1999","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","448.9","","","","1"
"2000","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","519.9","","","","1"
"2001","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","596.4","","","","1"
"2002","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","584.7","","","","1"
"2003","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","576.4","","","","1"
"2004","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","606.0","","","","1"
"2005","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","560.4","","","","1"
"2006","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","535.8","","","","1"
"2007","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","518.1","","","","1"
"2008","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","504.2","","","","1"
"2009","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","508.0","","","","1"
"2010","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","512.3","","","","1"
"2011","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","532.7","","","","1"
"2012","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","534.8","","","","1"
"2013","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","532.6","","","","1"
"2014","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","502.5","","","","1"
"2015","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","495.4","","","","1"
"2016","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","501.6","","","","1"
"2017","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","504.4","","","","1"
"2018","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","520.4","","","","1"
"2019","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","507.9","","","","1"
"2020","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","500.1","","","","1"
"2021","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","505.1","","","","1"
"2022","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","521.9","","","","1"
"2023","Canada","2016A000011124","Lambs, under 1 year","At July 1","Head","148","thousands","3","v61979","1.5.2","517.8","","","","1"


